Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
84164.9204054475	84147.4805340171	281.4971153581	88421.8691882491	84164.9204054475	0.2919136118	99.3373333333	0.6000000000	
84164.1340765357	84145.0926318765	281.5592164438	88365.0430312753	84164.1340765357	0.2918266604	98.4260000000	0.6000000000	
84163.7808069587	84145.0926318765	281.5904682984	88365.0430312753	84163.7808069587	0.2914682569	97.9206666667	0.6000000000	
84163.3927429716	84143.9870670438	281.5346938489	88270.3420143326	84163.3927429716	0.2911658895	97.3793333333	0.6000000000	
84162.8517826398	84142.7990481257	281.5322259447	88269.5137458046	84162.8517826398	0.2909442117	97.1320000000	0.6000000000	
84161.8472171823	84135.5975434184	281.4677126713	88223.0718948444	84161.8472171823	0.2906066074	96.7593333333	0.6000000000	
84161.6176073750	84134.4486638904	281.5173735371	88185.5007437865	84161.6176073750	0.2900308678	95.5260000000	0.6000000000	
84160.8000128468	84133.4546998143	281.1168786029	88185.5007437865	84160.8000128468	0.2899856941	94.4740000000	0.6000000000	
84160.0058570504	84132.8903272748	281.3384567251	88185.5007437865	84160.0058570504	0.2897903579	93.2993333333	0.6000000000	
84159.6820560098	84130.1608040929	281.2783511408	88185.5007437865	84159.6820560098	0.2894967169	93.2880000000	0.6000000000	
84159.5330879092	84130.1608040929	281.2988531154	88185.5007437865	84159.5330879092	0.2896400951	92.8413333333	0.6000000000	
84159.0248669187	84129.0303334594	281.2436050079	88129.2119410634	84159.0248669187	0.2894594927	91.5500000000	0.6000000000	
84158.3253982663	84124.7468784451	280.8942284685	88129.0679408113	84158.3253982663	0.2893486222	91.8380000000	0.6000000000	
84156.7385261257	84121.8782976270	279.7480633788	88123.0774816871	84156.7385261257	0.2891604686	91.5600000000	0.6000000000	
84155.9139987826	84121.7685028911	279.0123264316	88091.1309411128	84155.9139987826	0.2885613041	90.6066666667	0.6000000000	
84155.6896274288	84121.6581448913	278.9217804061	88048.5911163688	84155.6896274288	0.2885140004	89.1920000000	0.6000000000	
84154.9177462856	84121.6581448913	278.8941766651	88048.5911163688	84154.9177462856	0.2886060831	90.0866666667	0.6000000000	
84154.5950803161	84121.6581448913	278.9820396425	88044.8698352774	84154.5950803161	0.2884225689	89.3253333333	0.6000000000	
84153.9732673764	84121.3877782226	278.8393206080	88040.4789806406	84153.9732673764	0.2884044435	89.2913333333	0.6000000000	
84153.7484336893	84120.7832977176	278.8190841143	88040.4712505142	84153.7484336893	0.2880089331	88.0573333333	0.6000000000	
84153.1560012698	84120.7832977176	278.2053740690	88040.4712505142	84153.1560012698	0.2877421397	88.2773333333	0.6000000000	
84152.4534429113	84120.6368729472	277.5973501659	88012.2622528672	84152.4534429113	0.2872580374	87.4260000000	0.6000000000	
84152.3698795835	84120.6368729472	277.5299094367	87984.3200065692	84152.3698795835	0.2872213399	87.7666666667	0.6000000000	
84150.8402062456	84120.6368729472	276.5830338018	87982.7142743270	84150.8402062456	0.2869802965	87.1086666667	0.6000000000	
84150.4355437557	84120.6368729472	276.5891801066	87982.6536279917	84150.4355437557	0.2870720889	87.6266666667	0.6000000000	
84150.1985773444	84120.6368729472	276.4966817014	87982.6536279917	84150.1985773444	0.2870868340	87.4846666667	0.6000000000	
84149.8270433148	84120.6368729472	276.3792611067	87982.6536279917	84149.8270433148	0.2868020284	86.9566666667	0.6000000000	
84149.0981575847	84120.6368729472	276.8797186988	87982.6536279917	84149.0981575847	0.2868199591	87.4073333333	0.6000000000	
84148.9753124118	84120.6368729472	276.8837451207	87968.5723185539	84148.9753124118	0.2870678091	87.6513333333	0.6000000000	
84148.3645616968	84120.6368729472	276.9713076179	87968.5723185539	84148.3645616968	0.2867444058	87.1233333333	0.6000000000	
84147.0629814267	84115.1798263192	276.3920687736	87963.1675551335	84147.0629814267	0.2866866916	85.9093333333	0.6000000000	
84146.8986559908	84115.1798263192	276.3691845771	87961.6781363885	84146.8986559908	0.2866412199	85.5693333333	0.6000000000	
84146.4125232895	84115.1798263192	276.4595387605	87934.3343405922	84146.4125232895	0.2865805585	86.3793333333	0.6000000000	
84146.1068537831	84115.1798263192	276.2913262732	87934.3343405922	84146.1068537831	0.2865648033	87.1840000000	0.6000000000	
84145.5687565605	84115.1798263192	276.4201346777	87934.3343405922	84145.5687565605	0.2863403919	85.5533333333	0.6000000000	
84145.3533515334	84114.2297849059	276.3503174498	87934.3343405922	84145.3533515334	0.2863179163	85.7946666667	0.6000000000	
84145.0630439321	84113.1778851151	276.2583987957	87934.2705679933	84145.0630439321	0.2862440700	86.5613333333	0.6000000000	
84144.8491870364	84112.9376456141	276.2575292551	87931.3476013144	84144.8491870364	0.2860282409	85.7106666667	0.6000000000	
84144.6065478524	84112.9376456141	276.2807313828	87908.4465441108	84144.6065478524	0.2856900050	85.6786666667	0.6000000000	
84144.4474694133	84112.5328376889	276.2243762837	87905.6469826897	84144.4474694133	0.2855394006	85.2540000000	0.6000000000	
84143.8283963005	84107.3684617877	276.1406835980	87905.6469826897	84143.8283963005	0.2856347151	85.5386666667	0.6000000000	
84143.6089004080	84106.0168311000	276.1595835807	87905.6469826897	84143.6089004080	0.2856507059	85.4126666667	0.6000000000	
